,Establishment,Latitude,Longitude,Evaluation,property_zipcode
919,Madrid Lisbon Bar Restaurant ,40.72724408,-74.15784997,Conditionally Satisfactory,07105
921,Metro Pharmacy ,40.69667801,-74.19947898,Satisfactory,07114
922,Metro Pharmacy ,40.69667801,-74.19947898,Satisfactory,07114
923,La Sorrentina  Pizza and Restaurant ,40.72420825,-74.16182942,Satisfactory,07105
924,Bergen Seafood ,40.70776019,-74.20876227,Satisfactory,07112
925,Small Apple Grocery ,40.75925768,-74.16880251,Conditionally Satisfactory,07104
926,Small Apple Grocery ,40.75925768,-74.16880251,Conditionally Satisfactory,07104
927,J and Mike Grocery Store ,40.75200342,-74.19825998,Satisfactory,07107
928,Aneuris Meat Market ,40.69667801,-74.19947898,Satisfactory,07114
929,Denara Acaraje,40.72821107,-74.15541109,Satisfactory,07105
930,Speedway 3445,40.75897971,-74.18542552,Conditionally Satisfactory,07107
934,M and J Supermarket ,40.68961885,-74.20351045,Satisfactory,07114
935,Ann St  School,40.72311343,-74.15633072,Conditionally Satisfactory,07105
936,GlenyCorporation,40.74780544,-74.18264718,Satisfactory,07103
937,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
938,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
939,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
940,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
941,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
942,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
943,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
944,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
945,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
946,Emporium II Supermarket ,40.72820777,-74.15508737,Satisfactory,07105
947,The Amount Cigars ,40.71519869,-74.22357923,Satisfactory,07112
949,Bright Horizons ,40.73861395,-74.17140312,Satisfactory,07102
950,"Popeye,so Chicken ",40.71519869,-74.22357923,Satisfactory,07112
951,"Popeye,so Chicken ",40.71519869,-74.22357923,Satisfactory,07112
952,Cafe  Caffe ,40.72304179,-74.1638146,Conditionally Satisfactory,07105
953,Story Hall Daycare Center ,40.72499014,-74.16896953,Satisfactory,07105
954,balbuena grocery,40.76298337,-74.19035171,Unsatisfactory,07107
956,Tu Casa Restaurant ,40.71626337,-74.14752944,Satisfactory,07105
957,balbuena grocery,40.76298337,-74.19035171,Unsatisfactory,07107
958,balbuena grocery,40.76298337,-74.19035171,Satisfactory,07107
960,balbuena grocery,40.76298337,-74.19035171,Satisfactory,07107
961,fox supermarket,40.73229774,-74.18952839,Satisfactory,07103
964,New South Orange Restaurant ,40.74054354,-74.20078846,Conditionally Satisfactory,07103
965,Job's Crabshack,40.73349337,-74.17290589,Conditionally Satisfactory,07102
966,St James Elementary School ,40.72793815,-74.16240575,Satisfactory,07105
967,San Miguel Store ,40.71742806,-74.20815417,Satisfactory,07112
968,Lafayette St School ,40.72982977,-74.16322227,Satisfactory,07105
969,MC Grocery,40.73089552,-74.16155803,Satisfactory,07105
971,Oliver Street School ,40.72556222,-74.16788398,Satisfactory,07105
972,Villanueva  Restaurant ,40.72456696,-74.16698335,Satisfactory,07105
973,A P Deli & Grocery ,40.72965892,-74.17930606,Unsatisfactory,07102
974,A P Deli & Grocery ,40.72965892,-74.17930606,Unsatisfactory,07102
976,Jimmy mini market,40.77160739999999,-74.18160954,Conditionally Satisfactory,07107
977,Jimmy mini market,40.77160739999999,-74.18160954,Conditionally Satisfactory,07107
978,North Star Academy ,40.74220544,-74.16996915,Satisfactory,07102
979,North Star Academy ,40.74220544,-74.16996915,Satisfactory,07102
980,Discovery Charter School,40.73399325,-74.17454734,Satisfactory,07102
981,Courtyard Marriott,40.73349337,-74.17290589,Satisfactory,07102
982,Osmany Deli & Grocery ,40.76392153,-74.16763956,Conditionally Satisfactory,07104
983,Osmany Deli & Grocery ,40.76392153,-74.16763956,Conditionally Satisfactory,07104
984,New B and C Meat Market ,40.71202633,-74.20527887,Satisfactory,07112
985,Bobbie's Babies Child Care and Family Enrichment Center,40.736678600000005,-74.17084244,Satisfactory,07102
986,Five Star Cafe,40.75424569,-74.17066747,Conditionally Satisfactory,07104
987,Five Star Cafe,40.75424569,-74.17066747,Conditionally Satisfactory,07104
988,Five Star Cafe,40.75424569,-74.17066747,Conditionally Satisfactory,07104
989,467 lyons ave ,40.71519869,-74.22357923,Conditionally Satisfactory,07112
990,Kwai Lam Restaurant ,40.76220091,-74.17189542,Conditionally Satisfactory,07104
991,Kwai Lam Restaurant ,40.76220091,-74.17189542,Conditionally Satisfactory,07104
992,Bory Supermarket ,40.76730268,-74.16796953,Conditionally Satisfactory,07104
993,cafeteria LA esquire del moviemento,40.76673467,-74.18041723,Conditionally Satisfactory,07107
994,Columbus hospital,40.77279236,-74.18656778,Conditionally Satisfactory,07107
996,Ann St School Annex,40.72453904,-74.14915417,Satisfactory,07105
997,Pioneer Supermarket,40.73654945,-74.24030995,Satisfactory,07106
998,Arlindo Catering ,40.71768783,-74.16454737,Satisfactory,07114
1000,Alberto's Deli & Grocery ,40.76162885,-74.16842032,Satisfactory,07104
1001,Alberto's Deli & Grocery ,40.76162885,-74.16842032,Satisfactory,07104
1002,North star academy,40.747693100000006,-74.19556836,Satisfactory,07107
1003,Jimmy mini market,40.77160739999999,-74.18160954,Satisfactory,07107
1004,Prince Fried Chichen ,40.730327,-74.18239578,Conditionally Satisfactory,07103
1005,"Joe,s Market ",40.74685507,-74.23031102,Satisfactory,07106
1006,kim Young Buffet ,40.730951899999994,-74.17667638,Conditionally Satisfactory,07102
1007,East Side High School ,40.72396488,-74.15890701,Satisfactory,07105
1008,CDI Head Start Elm Street ,40.72621151,-74.15839838,Satisfactory,07105
1009,T.M. Supermarket ,40.74237822,-74.19938966,Satisfactory,07103
1010,Momy's Dominican Cakes,40.76040236,-74.176789,Conditionally Satisfactory,07104
1011,Fonda Veracruz ,40.75382605,-74.17070242,Conditionally Satisfactory,07104
1012,culinary @ pseg,40.73771226,-74.16950871,Satisfactory,07102
1013,roseville manor,40.76058939,-74.18809803,Satisfactory,07107
1014,Hawkins St School ,40.73099282,-74.14002075,Conditionally Satisfactory,07105
1015,Hawkins Supermarket ,40.72953912,-74.13969922,Conditionally Satisfactory,07105
1016,cafeteria LA esquire del moviemento,40.76673467,-74.18041723,Satisfactory,07107
1018,CDI Head Start St  Francis ,40.72659405,-74.14550984,Satisfactory,07105
1020,City Beans Cafe ,40.735515899999996,-74.16784468,Conditionally Satisfactory,07102
1021,l & g supermarket,40.76624686,-74.18503168,Satisfactory,07107
1022,St.Michael's School ,40.75636198,-74.17171315,Satisfactory,07104
1023,St.Michael's School ,40.75636198,-74.17171315,Satisfactory,07104
1024,CLUB BLUE ,40.714653799999994,-74.1894764,Satisfactory,07114
1025,New Jersey Adult Medical Day Care,40.72286457,-74.16331041,Satisfactory,07105
1028,St Justine Nursery,40.72117339,-74.16814524,Satisfactory,07114
1029,CDI Head Start ,40.72778906,-74.1552268,Satisfactory,07105
1030,Vilmo's Newark LLC/Novelty Burger & Bar,40.73486964,-74.17068014,Satisfactory,07102
1033,"A. Marian House, Inc.",40.77018136,-74.16922,Conditionally Satisfactory,07104
1038,Tacos Mexicanos ,40.77674063,-74.15742659,Conditionally Satisfactory,07104
1042,Alman Supermarket / Twin Supermarket ,40.77114648,-74.16140076,Conditionally Satisfactory,07104
1043,Alman Supermarket / Twin Supermarket ,40.77114648,-74.16140076,Conditionally Satisfactory,07104
1044,Vincent Coffee and Deli LLC ,40.72414699,-74.17820192,Satisfactory,07102
1047,F & B Catering,40.724942600000006,-74.17883178,Satisfactory,07102
1048,Cafe Pao De Queijo ,40.72984875,-74.15779154,Satisfactory,07105
1050,Essex Sports Cafe,40.73228044,-74.17294519,Conditionally Satisfactory,07102
1051,Simply Cuban,40.73228183,-74.15845339,Satisfactory,07105
1052,S & M Gulf,40.73229681,-74.15823453,Satisfactory,07105
1053,keb a b house,40.73577328,-74.17537588,Satisfactory,07102
1054,Bocaditos Colombianos,40.73183936,-74.15608890000001,Unsatisfactory,07105
1056,Cheung Hing ,40.72380487,-74.15195589,Satisfactory,07105
1057,Fatima Supermarket ,40.72484011,-74.15232177,Satisfactory,07105
1061,Best Ark Deli,40.73777995,-74.17254757,Satisfactory,07102
1062,Mini Mart,40.73231896,-74.16260393,Satisfactory,07105
1064,The Key,40.73166184,-74.1613407,Conditionally Satisfactory,07105
1065,Latin Travel ,40.7275168,-74.16610855,Satisfactory,07105
1066,Ecuamar Express,40.72658636,-74.16657396,Satisfactory,07105
1067,Centro Orensano Social Club ,40.73057215,-74.16656819,Satisfactory,07105
1069,golden gourmet 88 inc,40.74151359,-74.18675359,Satisfactory,07103
1071,Nanda's Market,40.72144585,-74.15944362,Satisfactory,07105
1072,Super Latin Store,40.72701248,-74.15507982,Satisfactory,07105
1073,Ecuadominican Bar and Restaurant ,40.7272552,-74.17501798,Satisfactory,07102
1075,Norfolk liquors,40.74438757,-74.18405691,Satisfactory,07103
1076,West side park community center,40.73472591,-74.20768618,Satisfactory,07103
1077,McDonald's,40.72965005,-74.15874147,Conditionally Satisfactory,07105
1078,Rite Aid,40.72979258,-74.15908857,Satisfactory,07105
1079,Frank P. Kalibat's Drugstore,40.72815384,-74.1565382,Satisfactory,07105
1080,Jordan's Bakery ,40.73079907,-74.14678448,Satisfactory,07105
1081,Pao De Acucar ,40.72850981,-74.15396599,Satisfactory,07105
1083,Coopers liquors,40.7550864,-74.19600859999998,Conditionally Satisfactory,07107
1084,Burger Bound ,40.73032325,-74.1552868,Conditionally Satisfactory,07105
1085,Amazing Dollar ,40.72913248,-74.15760563,Satisfactory,07105
1087,Ciudad Blanca ,40.72927495,-74.16280586,Satisfactory,07105
1088,Dario's Restaurant ,40.73701575,-74.17228724,Conditionally Satisfactory,07102
1090,cdi head start academy,40.7524386,-74.18495841,Satisfactory,07107
1091,Kay's Christian Place ,40.73172213,-74.16504243,Satisfactory,07105
1093,House of Soup,40.72984875,-74.15779154,Satisfactory,07105
1094,Supremo BBQ ,40.7270677,-74.15513341,Conditionally Satisfactory,07105
1095,Cafe Expresso Italia ,40.72163357,-74.16268296,Satisfactory,07105
1096,The Little Diner ,40.71958023,-74.1622959,Satisfactory,07105
1098,El Gallo Food Center ,40.72231925,-74.16797309,Conditionally Satisfactory,07105
1099,is may Caribbean @ American restaurant,40.73037277,-74.21188134,Satisfactory,07103
1100,Harvest Table ,40.73816508,-74.17289078,Conditionally Satisfactory,07102
1101,Pizza Hut ,40.72158206,-74.15073433,Satisfactory,07105
1103,Maria L. Varisco Rodgers Charter School ,40.77418634,-74.16450078,Conditionally Satisfactory,07104
1104,Spanish Sangria ,40.72397836,-74.14532985,Satisfactory,07105
1105,Christ the King Prepatory School ,40.77418634,-74.16450078,Conditionally Satisfactory,07104
1108,Mt. Prospect Grocery ,40.76220091,-74.17189542,Conditionally Satisfactory,07104
1113,Ace Food Court ,40.73781726,-74.17306606,Conditionally Satisfactory,07102
1114,first Italian hot dog,40.73873473,-74.20044301,Satisfactory,07103
1118,I & M Deli & Grocery ,40.7722248,-74.16240727,Conditionally Satisfactory,07104
1119,Blaze Pizza,40.73861395,-74.17140312,Satisfactory,07102
1126,Corinna Vella Restaurant ,40.72079336,-74.160023,Satisfactory,07105
1127,Villa Grocery ,40.75704891,-74.17898799,Conditionally Satisfactory,07104
1129,New Deli Grocery Quito & Restaurant ,40.78006554,-74.15813631,Satisfactory,07104
1130,China Express ,40.7363079,-74.16946931,Conditionally Satisfactory,07102
1133,El Rincon supermarket,40.75333618,-74.19124162,Satisfactory,07107
1134,El Rincon supermarket,40.75333618,-74.19124162,Satisfactory,07107
1135,Babyland Family Services ,40.74533124,-74.21858293,Satisfactory,07106
1138,South Orange Supermarket ,40.74615461,-74.23002941,Satisfactory,07106
1139,La Marina Restaurant ,40.72950083,-74.1488552,Conditionally Satisfactory,07105
1141,Espiga Dourada #2,40.75944324,-74.17612023,Conditionally Satisfactory,07104
1142,Sarah Ward Nursery ,40.74786579,-74.23180348,Satisfactory,07106
1144,dollar express,40.74151359,-74.18675359,Conditionally Satisfactory,07103
1146,Latinos Restaurant ,40.75858409,-74.17570404,Conditionally Satisfactory,07104
1147,take away mini market,40.75490015,-74.19556932,Satisfactory,07107
1149,Smart Dollar Plus ,40.74614531,-74.23048027,Satisfactory,07106
1150,Inoa Grocery ,40.7217961,-74.16818403,Conditionally Satisfactory,07105
1153,Seabra Foods ,40.72350611,-74.16674105,Satisfactory,07105
1154,Panda Garden,40.73619845,-74.25002193,Satisfactory,07106
1155,Taino Social Club,40.76880178,-74.16377125,Conditionally Satisfactory,07104
1156,Mr.Mini Market ,40.76884343,-74.16374886,Conditionally Satisfactory,07104
1157,A J Seabra Supermarket ,40.72572753,-74.15280565,Satisfactory,07105
1159,home wine & liquor,40.75309982,-74.18926471,Satisfactory,07107
1160,Cajun kitchen,40.74854182,-74.19585956,Conditionally Satisfactory,07107
1161,The Gift Horses Steak Take & Bake,40.73845504,-74.22401476,Unsatisfactory,07106
1162,Seabra Foods ,40.72974633,-74.15994301,Conditionally Satisfactory,07105
1163,Lucky Chinese Restaurant ,40.73805766,-74.22415915,Satisfactory,07106
1164,Mely & Mar,40.72463177,-74.15200846,Satisfactory,07105
1166,Las Delicias Restaurant ,40.75150526,-74.17100745,Conditionally Satisfactory,07104
1173,Avenue Liquors Inc.,40.76094125,-74.17719525,Conditionally Satisfactory,07104
1175,378-392 Washington Street ,40.73133346,-74.17736333,Satisfactory,07102
1176,Nevada Supermarket ,40.730951899999994,-74.17667638,Satisfactory,07102
1177,   Acme Supermarket ,40.72760004,-74.15017365,Satisfactory,07105
1178,Huryk's Deli,40.73724458,-74.13326503,Satisfactory,07105
1180,B & C Mini Market ,40.75806324,-74.17432554,Conditionally Satisfactory,07104
1183,Roxy Pharmacy ,40.73118094,-74.18129153,Satisfactory,07102
1184,welsh farm,40.730951899999994,-74.17667638,Conditionally Satisfactory,07102
1187,The Gift Horses Steak Bake and Take,40.73845504,-74.22401476,Satisfactory,07106
1189,Los Boricuas Social Club ,40.76807069,-74.16407911,Satisfactory,07104
1192,Abdul Family Store ,40.74532638,-74.22014247,Conditionally Satisfactory,07106
1194,the leaguers,40.7549732,-74.19434736,Satisfactory,07107
1195,Dollar Bazar ,40.73740748,-74.17174561,Conditionally Satisfactory,07102
1196,Dollar Deal,40.73608765,-74.17241229,Conditionally Satisfactory,07102
1197,Tony's Pizza,40.72617946,-74.16676828,Conditionally Satisfactory,07105
1199,Los Primos Restaurant ,40.75180762,-74.17028436,Conditionally Satisfactory,07104
1200,"DR Mini Market, llc ",40.7346545,-74.23786262,Satisfactory,07106
1203,La Rouge Restaurant & Bar ,40.72993677,-74.17467591,Satisfactory,07102
1205,Jacobs Restaurant ,40.73621593,-74.2408063,Conditionally Satisfactory,07106
1207,My Mount Vernon Sweet Shop ,40.73631647,-74.24102914,Satisfactory,07106
1210,Sabor Latino,40.72711314,-74.15532659,Conditionally Satisfactory,07105
1212,Tony's Marisqueira Restaurant ,40.75845289,-74.1754937,Conditionally Satisfactory,07104
1213,Crown Fried Chicken ,40.74128792,-74.16948998,Conditionally Satisfactory,07102
1215,Simply Bagels,40.75354105,-74.16780775,Conditionally Satisfactory,07104
1216,Gloria's Sunfish Market ,40.73654945,-74.24030995,Conditionally Satisfactory,07106
1217,No 1 Kitchen ,40.73631647,-74.24102914,Conditionally Satisfactory,07106
1221,Denny's Pizza,40.76848676,-74.16391893,Conditionally Satisfactory,07104
1224,St Vincent academy,40.74328111,-74.18737301,Satisfactory,07103
1225,Saleem Family Grocery store ,40.74605382,-74.23121277,Conditionally Satisfactory,07106
1227,Subway,40.75098722,-74.16722889,Satisfactory,07104
1229,Flaming Grill & Buffet,40.72760004,-74.15017365,Satisfactory,07105
1230,Plaza Market Inc.,40.75055516,-74.17895474,Conditionally Satisfactory,07104
1231,your bakery ,40.74551946,-74.23338009,Satisfactory,07106
1235,stands community day care center,40.73470845,-74.19950261,Satisfactory,07103
1236,welsh farm ,40.730951899999994,-74.17667638,Satisfactory,07102
1237,Abdul Family Store ,40.74532638,-74.22014247,Satisfactory,07106
1238,Campita Burgers & More,40.75201718,-74.17032224,Conditionally Satisfactory,07104
1239,Stephanie's Cafe & Restaurant ,40.72177196,-74.16636461,Satisfactory,07105
1241,B.D.S. Dollar Up LLC. ,40.75278186,-74.17097324,Conditionally Satisfactory,07104
1242,The Green Chic Pea ,40.74057647,-74.17148929999999,Conditionally Satisfactory,07102
1247,Doc Waffle House and Soul Food ,40.74280275,-74.20778581,Satisfactory,07103
1249,jeet gas station ,40.74616004,-74.22842032,Satisfactory,07106
1250,Caseiro Bom Gourmet  ,40.725683700000005,-74.16641911,Satisfactory,07105
1255,Halsey  Deli,40.73781726,-74.17306606,Conditionally Satisfactory,07102
1257,d & s liquors,40.73932178,-74.20904088,Satisfactory,07103
1258,gloria's Sunfish Market ,40.73654945,-74.24030995,Satisfactory,07106
1259,No 1 Kitchen ,40.73631647,-74.24102914,Satisfactory,07106
1261,Holiness Pentecostal Day Care Center,40.77592252,-74.15992786,Conditionally Satisfactory,07104
1262,Best Tropical Grocery ,40.78267714,-74.16622579999999,Conditionally Satisfactory,07104
1267,Saleem Family Grocery store ,40.74605382,-74.23121277,Satisfactory,07106
1269,Elm & Union Convenience Store ,40.72881717,-74.16607814,Satisfactory,07105
1270,Constelacion Musical Latina ,40.72789253,-74.15439979,Satisfactory,07105
1272,Vic's Grocery and Deli Inc,40.73813086,-74.23202143,Conditionally Satisfactory,07106
1274,Exxon Gas Station ,40.75777964,-74.16695318,Conditionally Satisfactory,07104
1275,A.J. Seabra Supermarket ,40.72799087,-74.16141377,Satisfactory,07105
1279,Pavilion ,40.73370118,-74.16616202,Satisfactory,07102
1281,Casa Brazil Steakhouse ,40.72857265,-74.15527488,Satisfactory,07105
1285,Speedway 3445,40.75897971,-74.18542552,Satisfactory,07107
1287,heller parkway shell,40.77864317,-74.17691436,Satisfactory,07107
1289,Branch Brook Grocery ,40.76040236,-74.176789,Conditionally Satisfactory,07104
1291,Precious Feet Christian Daycare & Academy ,40.73976082,-74.23113082,Satisfactory,07106
1293,kiwi Restaurant ,40.74551946,-74.23338009,Conditionally Satisfactory,07106
1295,RoYal Liquors  ,40.69707217,-74.19898923,Satisfactory,07114
1296,Subway ,40.72760004,-74.15017365,Satisfactory,07105
1297,Chancellor Liquors ,40.7114697,-74.22493176,Satisfactory,07112
1298,Meat City,40.7114697,-74.22493176,Satisfactory,07112
1300,Taino's Kitchen LLC.,40.78112866,-74.16242948,Conditionally Satisfactory,07104
1304,El Rincon restaurant,40.75840379,-74.19215737,Satisfactory,07107
1305,wendys,40.74601416,-74.18995058,Satisfactory,07107
1306,Walgreens ,40.73194057,-74.16289427,Satisfactory,07105
1307,Abdul Mini Market ,40.74509771,-74.22344851,Satisfactory,07106
1309,Cafe Riveira,40.72432198,-74.16177259999999,Conditionally Satisfactory,07105
1312,Tony's Liquor Store ,40.76999874,-74.16324025,Conditionally Satisfactory,07104
1313,El resraurant,40.73561465,-74.20316223,Satisfactory,07103
1314,Summer Ave Pharmacy ,40.75849069,-74.17163943,Conditionally Satisfactory,07104
1315,roseville community charter school,40.75409451,-74.19388575,Satisfactory,07107
1318,Alice's Friendly Day Care Center ,40.72203494,-74.15636056,Satisfactory,07105
1320,Pao Da Vida,40.721886299999994,-74.15835636,Conditionally Satisfactory,07105
1321,Aguilas De Mexico Restaurant ,40.72378959,-74.16734737,Satisfactory,07105
1323,Northward Child Development Center ,40.76180016,-74.17321265,Satisfactory,07104
1331,Coopers liquors,40.7550864,-74.19600859999998,Satisfactory,07107
1333,Super Patty Grocery Store ,40.7302941,-74.16489784,Satisfactory,07105
1334,St Isabel De Hungria Nursery School ,40.7291634,-74.16340802,Satisfactory,07105
1335,Sophia Mini Market ,40.71735261,-74.21788362,Satisfactory,07112
1336,Sophia Mini Market ,40.71735261,-74.21788362,Satisfactory,07112
1338,AQN Chicken Wholesale ,40.75925768,-74.16880251,Conditionally Satisfactory,07104
1339,Casita del Cuy,40.73131202,-74.14648391,Satisfactory,07105
1344,Golden Farm,40.73234083,-74.15881922,Satisfactory,07105
1345,Banzai Sushi and Hibachi Restaurant ,40.73016895,-74.14855712,Satisfactory,07105
1346,kiwi Restaurant ,40.74551946,-74.23338009,Satisfactory,07106
1349,marion p. Thomas carter school,40.73566407,-74.19903983,Satisfactory,07103
1350,the leaguers,40.73407961,-74.19250449,Satisfactory,07103
1351,Newark bp,40.73114612,-74.20762572,Satisfactory,07103
1352,on the move 24/7,40.74431829,-74.21272505,Satisfactory,07106
1353,HHP Management ,40.73497515,-74.23704648,Satisfactory,07106
1354,Cuba Bakery ,40.77467558,-74.16575793,Conditionally Satisfactory,07104
1355,savory grocery store,40.76213781,-74.18744136,Conditionally Satisfactory,07107
1356,bloomfield ave bbq,40.76885015,-74.18192501,Satisfactory,07107
1358,Ciales Grocery & Deli,40.76137669,-74.17737951,Conditionally Satisfactory,07104
1360,Hero King,40.73318554,-74.16239665,Satisfactory,07105
1362,Pao De Acucar Supermarket ,40.72788403,-74.16544486,Satisfactory,07105
1363,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1364,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1365,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1366,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1367,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1368,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1369,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1370,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1371,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1372,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1373,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1374,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1375,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1376,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1377,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1378,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1379,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1380,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1381,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1382,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1383,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1384,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1385,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1386,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1387,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1388,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1389,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1390,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1391,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1392,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1393,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1394,Selectos Supermarket ,40.72827234,-74.16559691,Satisfactory,07105
1395,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1396,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1397,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1398,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1399,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1400,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1401,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1402,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1403,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1404,Town Plaza Supermarket &,40.70954606,-74.19687882,Conditionally Satisfactory,07112
1405,Sliderz,40.74425973,-74.21083251,Conditionally Satisfactory,07103
1406,Jacob's Restaurant ,40.73621593,-74.2408063,Satisfactory,07106
1407,Chipotle Mexican Grill ,40.73473617,-74.17033971,Satisfactory,07102
1409,El Rinconcito Salvadereno ,40.72674058,-74.16384346,Unsatisfactory,07105
1410,St  Justine Nursery ,40.71977832,-74.16321161,Satisfactory,07105
1411,American  Halal Meats  ,40.73392447,-74.13118812,Satisfactory,07105
1413,sliderz ,40.74425973,-74.21083251,Satisfactory,07103
1415,South BBQ Restaurant ,40.71887052,-74.16149798,Satisfactory,07105
1416,Vic's Grocery and Deli Inc ,40.73813086,-74.23202143,Satisfactory,07106
1417,Primabel Bar & Restaurant ,40.7260814,-74.15246649,Satisfactory,07105
1420,Millennium Convenience Store,40.78212455,-74.16274698,Conditionally Satisfactory,07104
1422,Wilson Bakery & Deli ,40.72335067,-74.15150524,Satisfactory,07105
1423,Subway ,40.74584148,-74.23609857,Satisfactory,07106
1427,Santa Barbara Restaurant ,40.78020153,-74.16297211,Conditionally Satisfactory,07104
1428,Polleria Hiro's Restaurant ,40.78028393,-74.1637546,Conditionally Satisfactory,07104
1436,Suave Sabor ,40.72918726,-74.15020746,Conditionally Satisfactory,07105
1437,Brazilian Pizza ,40.72517922,-74.15254686,Satisfactory,07105
1439,Cafe Central ,40.72507278,-74.15320149,Satisfactory,07105
1445,Newark Cheese Steak House ,40.75388945,-74.17139253,Conditionally Satisfactory,07104
1449,Lin's Garden Chinese Restaurant ,40.78321141,-74.16239713,Satisfactory,07104
1453,Subway ,40.73741561,-74.16836540000001,Satisfactory,07102
1454,Subway ,40.735515899999996,-74.16784468,Satisfactory,07102
1457,Amin's Halal Chinese food ,40.71132193,-74.22572838,Satisfactory,07112
1458,El Castillo Cafe,40.7264609,-74.16076461,Satisfactory,07105
1463,savory grocery store,40.76213781,-74.18744136,Satisfactory,07107
1464,best care pharmacy,40.73206987,-74.20273823,Conditionally Satisfactory,07103
1467,Fresh and Fast Deli ,40.76285268,-74.17247323,Conditionally Satisfactory,07104
1470,Europa Liquors ,40.72250238,-74.16845822,Satisfactory,07105
1471,Primavera Liquors ,40.72652191,-74.16660942,Satisfactory,07105
1472,Galito Liquors ,40.7286354,-74.16535417,Satisfactory,07105
1475,Vinny's Restaurant and Pizzeria ,40.73315724,-74.16436364,Satisfactory,07105
1476,Lisbon Wines and Liquors ,40.73052636,-74.16028167,Satisfactory,07105
1477,O Porto Wine and Liquors  ,40.72896802,-74.15719305,Satisfactory,07105
1479,danias restaurant,40.75224301,-74.18751329999999,Satisfactory,07107
1480,Delicias De Minas,40.72683609,-74.16821326,Satisfactory,07105
1481,Roy's Fish Fry,40.74478015,-74.22234376,Satisfactory,07106
